user_id,pv_count,cart_count,fav_count,is_buy
12700,73,0,0,1
12701,225,13,39,1
12707,163,3,6,1
12709,61,3,0,1
12712,45,2,1,0
12722,44,6,2,1
12723,75,0,4,0
12731,62,1,0,0
12744,94,17,5,0
12747,48,13,0,1
12756,387,62,6,1
12758,39,9,10,1
12759,97,12,0,0
12763,154,0,11,1
12764,134,17,8,1
12767,62,3,0,0
12775,244,18,5,1
12779,28,1,0,1
12780,46,2,0,1
12788,313,7,18,1
12795,23,0,5,1
12799,13,3,0,0
12801,118,1,4,1
12806,63,15,0,1
12808,69,1,28,1
12809,40,0,0,0
12810,42,5,0,0
12813,32,0,0,0
12817,9,0,0,0
12819,97,2,0,1
12820,277,12,108,0
12830,40,3,0,1
12847,86,5,0,0
12849,73,1,3,1
12851,408,16,13,1
12860,55,19,0,1
12872,180,6,1,1
12885,368,11,31,1
12888,69,4,1,1
12892,15,1,0,1
12893,48,1,0,0
12903,71,0,45,0
12918,35,1,1,0
12930,62,8,0,1
12935,192,13,19,1
12956,4,2,0,0
12959,30,1,0,0
12964,73,4,0,1
12966,80,5,0,1
12967,181,4,3,1
12971,17,3,0,1
12977,30,2,0,0
12988,15,0,0,0
12991,23,0,0,1
13002,110,15,0,0
13006,64,7,2,1
13008,15,0,0,1
13012,53,2,1,1
13017,57,0,0,1
13023,46,12,4,1
13025,91,5,0,1
13029,178,9,0,1
13032,51,0,0,0
13035,178,14,2,1
13036,86,0,0,1
13038,63,25,0,0
13042,128,11,3,0
13045,83,0,0,0
13046,12,1,0,1
13049,206,0,0,1
13050,94,4,0,1
13057,303,13,0,1
13061,99,7,0,1
13063,152,18,0,1
13065,10,1,0,0
13069,14,2,1,0
13070,127,0,1,1
13072,11,0,0,1
13075,28,3,0,0
100002,84,0,7,1
100009,24,0,0,1
100010,181,0,5,0
100021,22,0,0,0
100030,151,9,0,1
100038,43,6,0,0
100059,27,1,0,1
100068,139,11,14,1
100075,169,10,21,1
100083,74,11,0,0
100088,7,0,0,1
100091,90,0,0,1
100095,32,11,1,1
100101,131,4,0,1
100103,19,0,0,1
100105,82,2,0,1
100107,86,3,0,1
100109,126,3,0,1
100113,68,1,0,1
100116,77,0,0,1
100125,26,0,0,0
100128,97,3,2,1
100134,77,3,0,1
100141,135,13,2,1
100164,26,4,0,1
100173,120,1,19,1
100177,90,12,0,1
100178,281,20,0,0
100184,63,0,11,1
100186,26,3,0,1
100191,279,24,0,1
100197,12,0,1,1
100199,257,8,0,0
100204,115,5,0,1
100210,18,0,0,0
100215,143,32,0,1
100225,127,21,0,1
100227,105,0,30,1
100234,308,21,11,1
100240,72,8,0,0
100242,217,5,17,1
100243,43,3,12,1
100249,108,18,0,1
100257,17,0,0,1
100259,29,1,0,1
100261,76,9,0,1
100264,45,2,3,1
100273,52,0,3,0
100274,11,0,0,0
100277,20,1,0,1
100279,19,0,0,1
100283,214,4,0,0
100284,110,24,40,1
100285,7,5,3,1
100292,53,0,0,1
100294,27,2,0,1
100307,18,1,0,1
100308,38,0,0,1
100313,40,0,0,1
100318,119,6,1,1
100322,68,2,2,0
100324,86,9,3,1
100336,64,1,8,0
100338,26,0,0,0
100339,35,0,0,1
100340,174,2,1,1
100342,56,0,9,0
100346,41,1,6,1
100356,161,29,0,1
100357,115,1,0,1
100363,48,2,0,1
100370,191,3,5,1
100377,31,0,0,1
100386,41,4,0,0
100388,3,0,0,1
100395,25,3,0,1
100400,335,12,2,0
100401,57,15,1,1
100404,18,1,0,0
100409,57,0,0,0
100428,188,29,0,1
100429,116,31,1,0
100440,39,2,0,1
100451,245,23,0,1
100453,32,7,7,1
100464,62,3,0,0
100466,8,3,0,0
100469,73,6,0,0
100474,55,8,0,0
100477,37,5,0,1
100482,43,0,0,0
100483,218,3,0,1
100493,37,2,0,1
100501,17,0,0,1
100503,61,0,5,0
100523,113,26,0,1
100525,69,0,2,0
100528,65,6,2,1
100531,501,0,0,1
100539,45,0,9,0
100540,166,23,1,1
100561,41,4,0,1
100562,96,7,11,0
100567,101,1,6,1
100571,23,0,0,0
100580,308,21,4,1
100593,97,20,0,0
100595,192,32,0,1
100599,97,2,0,1
100600,51,6,0,1
100614,170,5,1,1
100615,71,1,2,1
100616,74,3,1,0
100621,126,0,4,0
100628,13,2,0,0
100641,78,0,1,1
100663,13,0,0,1
100664,122,3,16,1
100678,2,11,0,1
100680,87,1,2,0
100681,104,0,2,0
100687,49,6,0,0
100688,66,3,0,1
100700,77,2,3,1
100702,143,1,0,1
100712,141,17,0,1
100719,73,14,0,1
100724,35,0,0,0
100734,84,7,2,1
100740,25,7,0,1
100757,84,21,0,1
100760,89,0,3,1
100762,281,32,0,1
100772,40,12,2,1
100781,110,2,0,1
100784,20,6,0,0
100794,307,11,1,1
100797,116,3,6,1
100800,13,1,0,1
100803,129,0,2,1
100812,60,3,0,1
100814,413,21,0,1
100815,56,6,0,1
100816,35,1,0,1
100821,62,11,3,1
100822,33,2,0,1
100841,42,3,0,0
100847,93,11,1,1
100853,100,5,0,0
100854,32,8,0,0
100856,15,2,1,1
100860,173,15,0,1
100865,158,12,3,1
100871,64,15,0,1
100877,147,0,5,1
100884,12,8,0,0
100891,213,3,16,1
100893,108,15,0,1
100898,55,10,0,0
100901,87,3,1,1
100925,166,7,11,1
100927,40,0,2,1
100933,7,2,0,1
100970,15,3,0,1
100977,40,3,0,1
100981,42,1,0,0
100988,127,0,0,0
100992,72,5,0,1
101001,120,7,2,1
101003,82,2,1,1
101008,91,2,16,1
101013,174,0,2,1
101021,95,3,0,1
101023,91,13,0,1
101024,84,19,0,1
101030,37,0,0,0
101031,20,0,0,0
101033,47,4,0,1
101035,96,1,0,0
101047,83,10,0,1
101051,42,0,0,0
101056,45,13,0,1
101058,59,15,0,1
101063,93,1,0,1
101069,103,2,0,0
101072,14,1,0,0
101082,190,5,11,1
101084,84,12,0,1
101088,42,1,0,1
101092,8,1,3,1
101096,125,17,0,1
101101,18,3,1,1
101104,33,0,8,1
101107,261,20,5,0
101110,13,1,0,0
101111,55,0,3,0
101112,132,2,0,1
101114,44,0,0,1
101118,28,0,0,0
101125,32,9,0,0
101144,16,2,7,1
101149,52,20,0,0
101150,211,11,0,1
101157,46,1,0,1
101164,24,6,0,0
101165,78,12,0,1
101182,184,14,0,1
101184,73,10,0,0
101188,107,2,0,1
101189,122,6,11,1
101190,77,6,0,1
101204,16,0,0,1
101205,11,0,0,0
101210,23,2,0,1
101212,158,52,0,1
101217,21,0,0,1
101230,302,23,1,1
101231,94,14,1,1
101233,113,0,0,0
101239,142,16,1,1
101245,94,3,0,1
101249,566,10,1,1
101252,31,1,0,0
101260,30,8,0,1
101269,48,0,5,1
101273,162,1,0,0
101296,13,0,0,1
101299,76,2,7,0
101300,21,10,0,1
101303,49,4,5,1
101305,31,4,0,1
101306,90,10,5,1
101310,48,2,7,0
101312,72,4,0,1
101313,124,5,0,1
101319,259,5,0,1
101320,185,0,4,1
101321,32,13,1,1
101326,20,3,11,1
101335,197,23,0,1
101339,264,0,5,1
101340,52,11,0,1
101343,48,0,1,1
101345,90,0,16,1
101352,102,3,0,1
101357,128,1,1,0
101381,81,6,0,1
101391,127,1,5,1
101392,83,11,0,1
101393,23,2,0,1
101394,250,8,2,1
101402,27,0,6,1
101412,60,1,0,0
101413,60,4,0,1
101417,149,0,6,1
101418,25,3,1,1
101420,166,8,0,1
101422,103,2,0,1
101431,19,6,0,1
101433,98,6,0,1
101434,161,1,0,1
101443,226,0,19,0
101448,68,0,7,1
101457,67,9,14,1
101459,29,0,1,0
101473,179,0,9,1
101474,80,6,0,1
101481,37,8,2,0
101489,62,1,2,1
101500,78,0,0,0
101502,55,1,0,1
101507,53,2,0,0
101514,151,12,0,0
101515,409,29,0,1
101516,68,11,10,1
101517,412,8,0,0
101518,123,15,0,0
101520,121,1,1,0
101526,176,2,0,1
101527,48,0,4,1
101528,140,5,0,1
101547,94,45,4,0
101552,14,2,0,0
101556,88,4,1,1
101566,23,0,2,0
101567,24,0,0,0
101568,206,0,2,0
101572,47,3,0,0
101575,93,1,4,1
101579,116,8,13,0
101583,24,1,0,1
101586,9,0,0,0
101589,48,0,1,1
101599,65,0,0,1
101603,54,4,0,0
101606,59,9,0,1
101608,17,1,0,0
101609,8,0,0,0
101613,49,0,1,1
101622,160,0,11,0
101626,12,0,0,0
101627,10,0,0,0
101638,63,3,0,1
101640,277,37,0,1
101648,32,0,0,0
101653,32,0,4,1
101660,52,0,0,1
101661,65,1,2,1
101665,13,1,0,0
101666,30,3,0,1
101673,41,0,1,1
101674,224,10,12,1
101678,377,6,3,1
101682,5,3,3,0
101687,91,0,10,0
101694,78,12,0,0
101726,56,0,15,0
101731,11,3,0,0
101733,120,0,1,1
101735,124,9,9,0
101738,40,3,1,1
101744,51,5,0,1
101762,126,3,0,1
101763,9,1,0,0
101767,29,1,0,1
101771,151,7,0,1
101774,17,1,0,0
101777,47,20,0,1
101797,165,8,0,1
101805,122,10,0,0
101806,195,7,4,0
101808,107,3,0,1
101817,163,20,38,1
101820,31,0,0,0
101822,32,0,0,0
101826,69,0,0,0
101832,275,31,16,1
101838,153,9,0,1
101843,60,1,13,1
101855,223,11,0,1
101860,30,6,0,0
101861,54,0,11,1
101872,21,0,0,1
101888,18,2,0,0
101889,92,9,0,0
101896,105,10,12,1
101904,229,0,0,1
101907,151,16,25,1
101909,31,2,0,1
101918,32,0,1,1
101921,22,1,0,0
101929,34,0,0,1
101936,53,1,0,0
101946,92,10,0,0
101947,56,0,2,1
101948,170,8,0,0
101951,77,14,2,1
101953,1,3,0,1
101954,60,0,0,1
101967,16,0,0,0
101982,274,5,27,1
101983,70,7,0,1
101989,111,6,0,1
102001,58,0,0,0
102004,42,6,0,1
102005,9,0,0,0
102018,12,0,0,1
102019,105,3,3,1
102020,82,5,1,1
102030,193,10,0,1
102034,96,5,0,1
102036,28,0,0,0
102048,77,4,0,1
102050,224,31,16,1
102054,6,1,0,0
102063,25,4,0,0
102069,216,1,2,1
102075,35,2,0,1
102083,60,4,0,1
102088,20,6,0,1
102095,9,1,0,0
102098,115,12,0,0
102101,94,2,0,1
102103,45,0,0,1
102110,27,1,0,1
102111,25,1,0,1
102113,39,0,4,0
102119,223,49,1,1
102120,55,6,18,1
102124,38,0,0,1
102126,69,6,0,1
102138,370,3,1,1
102142,264,3,43,0
102157,68,0,3,0
102159,110,10,0,1
102162,22,0,0,1
102163,92,1,0,1
102169,26,0,0,1
102173,11,1,0,0
102183,50,0,0,0
102184,201,1,39,1
102185,51,6,2,0
102186,46,5,0,0
102189,153,3,0,1
102212,46,3,0,0
102220,57,3,0,1
102234,26,0,0,0
102236,116,7,0,1
102237,23,4,0,1
102246,37,2,0,1
102248,18,12,0,1
102253,41,3,0,0
102256,11,0,0,0
102257,134,5,0,1
102260,114,16,0,1
102270,122,6,0,1
102279,26,5,1,0
102286,21,12,2,1
102294,70,0,8,1
102302,111,11,0,1
102304,45,4,3,1
102307,82,8,27,1
102308,60,4,0,1
102311,33,1,0,0
102312,63,4,1,0
102315,239,3,0,1
102318,113,4,0,1
102319,28,2,0,1
102325,67,0,2,1
102346,120,0,0,0
102347,19,3,0,0
102359,79,0,0,1
102385,62,4,4,1
102386,132,5,7,1
102390,46,0,0,1
102391,50,3,5,1
102393,37,0,0,0
102397,219,0,1,1
102398,45,9,0,1
102403,107,27,0,1
102409,65,0,8,1
102410,56,0,0,1
102412,25,3,0,0
102417,115,3,6,1
102422,88,6,0,1
102424,68,1,4,1
102433,67,6,0,0
102434,93,12,0,1
102436,38,3,0,1
102448,48,11,0,0
102450,43,1,0,1
102481,277,4,7,1
102487,38,1,0,1
102495,85,4,0,1
102496,68,1,0,1
102508,74,11,1,1
102509,67,1,0,1
102519,135,7,1,1
102522,12,1,0,0
102523,127,2,0,1
102526,158,14,1,1
102534,387,12,0,1
102544,18,1,0,0
102546,188,10,1,1
102549,34,0,0,0
102569,107,1,0,1
102574,139,10,0,1
102580,6,2,0,1
102588,135,1,0,0
102593,55,9,0,0
102596,148,10,0,1
102604,64,0,4,1
102605,44,7,0,1
102609,70,4,0,1
102616,15,0,0,0
102617,27,3,0,1
102621,99,0,0,0
102626,36,0,0,1
102628,44,8,0,0
102632,380,3,12,1
102633,251,7,3,1
102634,80,10,1,1
102638,61,5,0,0
102642,179,0,0,1
102644,284,24,0,1
102647,85,2,0,1
102654,27,4,0,1
102662,220,17,0,1
102664,108,1,0,1
102666,24,12,0,1
102667,73,3,0,1
102671,24,1,3,0
102682,144,10,0,1
102686,178,0,8,1
102690,196,2,16,1
102697,12,8,1,1
102702,53,2,7,1
102703,100,11,0,1
102715,152,22,0,1
102716,89,6,0,1
102719,48,4,0,1
102721,123,6,0,1
102722,18,0,0,0
102728,371,6,78,1
102731,59,5,0,1
102732,34,3,0,0
102742,118,14,1,1
102746,33,6,0,0
102748,71,0,0,1
102749,10,0,0,0
102750,46,1,1,1
102759,183,14,1,0
102762,81,9,1,1
102768,71,9,0,1
102770,151,3,0,0
102773,72,13,4,1
102774,203,24,3,1
102782,41,0,1,0
102783,34,0,0,1
102784,52,2,0,1
102788,87,8,1,1
102791,55,4,0,0
102793,85,3,1,0
102795,19,0,0,1
102802,199,19,1,1
102812,12,0,0,0
102828,135,0,36,0
102833,89,0,0,0
102838,146,10,0,0
102851,31,0,1,0
102856,42,0,0,1
102867,47,6,17,1
102873,49,0,0,1
102874,90,8,0,0
102876,135,3,0,1
102879,27,0,1,1
102881,29,0,0,0
102882,79,14,0,1
102885,246,8,5,1
102897,105,16,0,1
102903,46,6,0,1
102917,133,11,0,1
102928,29,0,0,1
102930,182,4,17,1
102932,205,19,6,1
102933,70,3,0,1
102935,30,4,0,0
102945,113,4,0,1
102953,173,3,6,1
102954,78,7,0,1
102960,45,0,1,1
102971,41,3,0,1
102972,131,6,0,1
102976,37,0,0,1
102981,37,10,0,1
102986,31,2,0,1
102991,24,0,7,0
103001,127,6,0,1
103004,416,4,26,1
103005,13,3,0,1
103011,180,10,32,0
103014,93,2,0,0
103019,14,0,0,1
103020,61,1,2,0
103023,26,1,0,1
103046,112,12,0,1
103049,154,4,0,0
103054,174,2,8,1
103057,27,1,0,0
103062,16,0,0,1
103067,45,6,0,1
103071,147,14,1,1
103079,240,10,26,1
103082,40,1,0,1
103084,129,1,0,1
103091,100,11,1,1
103096,107,3,0,1
103098,22,0,0,1
103112,51,4,0,1
103113,87,0,0,0
103115,69,0,2,0
103121,122,1,0,1
103128,153,6,0,1
103137,44,0,2,0
103139,103,4,0,1
103141,255,16,2,1
103143,27,0,0,1
103146,173,10,0,1
103147,74,4,0,1
103151,94,7,0,1
